PROYECTO_ID;ORIGEN_ID;CLIENTE_ID;EMPRESA_ID;FOLIO;CORTO;NOMBRE;CONTRATO;HORAS;COSTO;COSTO_DESCUENTO;COSTO_TOTAL;INICIO;TERMINO;ESTATUS;BRM;DESCUENTO;ANEXO;ORDEN;ADMON;RESPONSABLE_VTA;CODIGO_PROYECTO;MONEDA_ID;COMENTARIOS;CODIGO_PRY_BANCO;RESPONSABLE_PRY_CLIENTE;RESPONSABLE_PTO;AREA_INTERNA_ID;PORCENTAJE_AVANCE;OPORTUNIDAD_ID;TIPO_SERVICIO_ID;PRIORIDAD;CONSECUTIVO;ANO;CODIGO_CLIENTE;ASIGNACION_ID;PROYECTO_ID;NOMINA_ID;ANO1;ene-01;feb-01;mar-01;abr-01;may-01;jun-01;jul-01;ago-01;sep-01;oct-01;nov-01;dic-01;ANO2;ene-02;feb-02;mar-02;abr-02;may-02;jun-02;jul-02;ago-02;sep-02;oct-02;nov-02;dic-02;ANO3;ene-03;feb-03;mar-03;abr-03;may-03;jun-03;jul-03;ago-03;sep-03;oct-03;nov-03;dic-03;ASIGNA_INICIO;ASIGNA_FIN
254;1;9;1;P15-952;15-30 Testers ID Movil;15-30 Testers ID Movil;1068237303;3480;1023300;1023300;897615.37;04/01/2015;11/30/2015;CERRADO;2885270;0;Anexo 25;25701;N;1;;21;;;41;21;21;;;1;Bajo;;;;691;254;73;2015;;;;32;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/27/2015;05/14/2015
247;1;9;1;P15-873;15-21 Testers CNBV II 4;15-21 Testers CNBV II 4;1068236684;3808;1561680;1561680;904901.76;03/01/2015;05/16/2015;CERRADO;2877561;0;Anexo 24;25701;N;1;;21;;;;21;;;;1;Bajo;;;;693;247;184;2015;;;128;168;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;;8;1;;15-952 Administrativos 2015;15-952 Administrativos 2014;;0;0;0;0;01/01/2015;12/31/2015;CERRADO;;;;;S;1;;21;;;;21;;;;1;Bajo;;;;741;225;193;2015;;;;;48;176;184;168;168;176;160;184;;;;;;;;;;;;;;;;;;;;;;;;;;;05/15/2015;12/31/2015
254;1;9;1;P15-952;15-30 Testers ID Movil;15-30 Testers ID Movil;1068237303;3480;1023300;1023300;897615.37;04/01/2015;11/30/2015;CERRADO;2885270;0;Anexo 25;25701;N;1;;21;;;41;21;21;;;1;Bajo;;;;697;254;134;2015;;;;;160;176;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/01/2015;07/31/2015
254;1;9;1;P15-952;15-30 Testers ID Movil;15-30 Testers ID Movil;1068237303;3480;1023300;1023300;897615.37;04/01/2015;11/30/2015;CERRADO;2885270;0;Anexo 25;25701;N;1;;21;;;41;21;21;;;1;Bajo;;;;698;254;145;2015;;;;;160;176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/01/2015;11/30/2015
254;1;9;1;P15-952;15-30 Testers ID Movil;15-30 Testers ID Movil;1068237303;3480;1023300;1023300;897615.37;04/01/2015;11/30/2015;CERRADO;2885270;0;Anexo 25;25701;N;1;;21;;;41;21;21;;;1;Bajo;;;;699;254;159;2015;;;;;;176;184;168;168;176;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/01/2015;11/30/2015
225;;8;1;;15-952 Administrativos 2015;15-952 Administrativos 2014;;0;0;0;0;01/01/2015;12/31/2015;CERRADO;;;;;S;1;;21;;;;21;;;;1;Bajo;;;;701;225;189;2015;;;;168;160;136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/01/2015;06/23/2015
256;;16;1;;15-501 Automatizacion BNE;15-501 Automatizacion BNE;;1000;0;0;0;05/01/2015;03/31/2016;CERRADO;0;;;;N;1;;21;;;;;21;;;1;Bajo;;;;703;256;81;2015;;;;;160;;;;;;;;2016;;;;;;;;;;;;;;;;;;;;;;;;;;05/01/2015;05/31/2015
256;;16;1;;15-501 Automatizacion BNE;15-501 Automatizacion BNE;;1000;0;0;0;05/01/2015;03/31/2016;CERRADO;0;;;;N;1;;21;;;;;21;;;1;Bajo;;;;704;256;113;2015;;;;;160;;;;168;176;160;184;2016;160;80;;;;;;;;;;;;;;;;;;;;;;;;05/01/2015;10/31/2015
256;;16;1;;15-501 Automatizacion BNE;15-501 Automatizacion BNE;;1000;0;0;0;05/01/2015;03/31/2016;CERRADO;0;;;;N;1;;21;;;;;21;;;1;Bajo;;;;707;256;179;2015;;;;;160;176;64;;;;;;2016;;;;;;;;;;;;;;;;;;;;;;;;;;05/01/2015;07/12/2015
158;1;9;1;P14-1335;14-14 Automatizacion Avatar;14-14 Automatizacion Avatar;1068274826;22344;7541100.07;6937812.06;3786562.52;02/18/2014;04/30/2015;CERRADO;2699216;8;Anexo 16;25117;N;1;;21;;;;21;;;;1;Bajo;;;;709;158;191;2014;;;;;;;;;;;;;2015;;;;32;;;;;;;;;;;;;;;;;;;;;;;
257;14;9;2;P15-2830;15-920 Tester José Leon;15-920 Tester José Leon;1068298577;1056;230376.96;230376.96;164355.84;06/01/2015;11/30/2015;COBRANZA;3030018;0;A Bis 17;;N;1;;21;;;72;73;21;;;1;Bajo;;;;712;257;140;2015;;;;;;176;184;168;168;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/01/2015;11/30/2015
259;1;9;1;P15-1139;15-33 Testers Banxico;15-33 Testers Banxico;1068248186;7584;2403648;2403648;2330903.53;05/25/2015;04/30/2016;ACTIVO;2903160;0;Anexo 26;26001;N;1;;21;;;41;21;21;;;1;Bajo;;;;714;259;92;2015;;;;;;176;184;;;;;;2016;;;;;;;;;;;;;;;;;;;;;;;;;;06/01/2015;07/31/2015
259;1;9;1;P15-1139;15-33 Testers Banxico;15-33 Testers Banxico;1068248186;7584;2403648;2403648;2330903.53;05/25/2015;04/30/2016;ACTIVO;2903160;0;Anexo 26;26001;N;1;;21;;;41;21;21;;;1;Bajo;;;;716;259;158;2015;;;;;;;104;168;168;176;160;184;2016;160;160;176;;;;;;;;;;;;;;;;;;;;;;;07/15/2015;03/31/2016
259;1;9;1;P15-1139;15-33 Testers Banxico;15-33 Testers Banxico;1068248186;7584;2403648;2403648;2330903.53;05/25/2015;04/30/2016;ACTIVO;2903160;0;Anexo 26;26001;N;1;;21;;;41;21;21;;;1;Bajo;;;;718;259;192;2015;;;;;56;176;184;168;168;;;;2016;;;;;;;;;;;;;;;;;;;;;;;;;;05/21/2015;01/31/2016
260;1;9;1;P15-1135;15-34 Migracion MCP;15-34 Migracion MCP;1068247909;168;44604;44604;39251.52;05/25/2015;06/30/2015;CERRADO;2901494;0;Anexo 26;26001;N;1;;21;;;;21;;;;1;Bajo;;;;719;260;75;2015;;;;;40;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;1;9;1;;15-43 Avatar 6.0 Analisis y Ejecucion;15-43 Avatar 6.0 Ejecucion;;9112;7058909.68;7058909.68;2962572.99;04/24/2015;11/30/2015;COBRANZA;9999999;0;Danny;;N;1;;21;;;49;49;21;;;1;Bajo;;;;766;265;80;2015;;;;;;176;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/01/2015;07/31/2015
265;1;9;1;;15-43 Avatar 6.0 Analisis y Ejecucion;15-43 Avatar 6.0 Ejecucion;;9112;7058909.68;7058909.68;2962572.99;04/24/2015;11/30/2015;COBRANZA;9999999;0;Danny;;N;1;;21;;;49;49;21;;;1;Bajo;;;;768;265;96;2015;;;;;80;176;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/18/2015;11/08/2015
248;1;9;1;P15-422;15-22 Testers Domi;15-22 Testers Domi;1068224781;3426;1016683.47;1016683.47;558000;03/01/2015;12/31/2015;CERRADO;2837940;0;Anexo 24;25434;N;1;;21;;;71;21;21;;;1;Bajo;;;;726;248;195;2015;;;;;;176;184;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/01/2015;08/23/2015
255;1;9;1;P15-1165;15-05 Avatar 5.2 y Auditoria;15-05 Avatar 5.2 y Auditoria;1068273417;8126;2598193.04;2598193.04;535801.38;02/01/2015;07/31/2015;CERRADO;2910527;0;Anexo 28;26948;N;1;;21;;;49;64;21;;;1;Bajo;;;;754;255;155;2015;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/01/2015;06/16/2015
254;1;9;1;P15-952;15-30 Testers ID Movil;15-30 Testers ID Movil;1068237303;3480;1023300;1023300;897615.37;04/01/2015;11/30/2015;CERRADO;2885270;0;Anexo 25;25701;N;1;;21;;;41;21;21;;;1;Bajo;;;;728;254;123;2015;;;;;40;176;184;160;168;176;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/25/2015;11/30/2015
227;;16;1;;15-954 Desasignaciones;15-954 Desasignaciones;;0;0;0;0;01/01/2015;12/31/2015;CERRADO;;;;;S;1;;21;;;;21;;;;1;Bajo;;;;730;227;165;2015;;;;;136;80;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/07/2015;06/14/2015
263;1;9;1;P15-1159;15-39 BR Pedro Pablo;15-39 BR Pedro Pablo;1068247888;1936;557568;557568;490659.85;06/01/2015;11/30/2015;CERRADO;2909822;0;Anexo 26;26001;N;1;;21;;;74;62;22;;;1;Bajo;;;;738;263;160;2015;;;;;;176;184;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/01/2015;08/16/2015
238;1;9;1;P15-674;15-16 BR Domi;15-16 BR Domi;1068233794;5176;1995865.6;1995865.6;993484.8;01/01/2015;12/31/2015;CERRADO;2864814;0;Anexo 24;25434;N;1;;21;;;41;21;21;;;1;Bajo;;;;740;238;91;2015;;;;;;176;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/01/2015;12/31/2015
255;1;9;1;P15-1165;15-05 Avatar 5.2 y Auditoria;15-05 Avatar 5.2 y Auditoria;1068273417;8126;2598193.04;2598193.04;535801.38;02/01/2015;07/31/2015;CERRADO;2910527;0;Anexo 28;26948;N;1;;21;;;49;64;21;;;1;Bajo;;;;744;255;91;2015;;;;;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/01/2015;05/31/2015
259;1;9;1;P15-1139;15-33 Testers Banxico;15-33 Testers Banxico;1068248186;7584;2403648;2403648;2330903.53;05/25/2015;04/30/2016;ACTIVO;2903160;0;Anexo 26;26001;N;1;;21;;;41;21;21;;;1;Bajo;;;;745;259;73;2015;;;;;40;176;;;;;;;2016;;;;;;;;;;;;;;;;;;;;;;;;;;05/25/2015;06/30/2015
227;;16;1;;15-954 Desasignaciones;15-954 Desasignaciones;;0;0;0;0;01/01/2015;12/31/2015;CERRADO;;;;;S;1;;21;;;;21;;;;1;Bajo;;;;746;227;142;2015;;;;;40;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/25/2015;06/14/2015
264;1;9;1;P15-1321;15-40 Testers CNBV EXt;15-40 Testers CNBV EXt;1068256058;680;180540;180540;103195.2;06/15/2015;07/19/2015;CERRADO;2916172;0;;26504;N;1;;21;;;42;21;21;;;1;Bajo;;;;751;264;75;2015;;;;;;56;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/22/2015;07/22/2015
264;1;9;1;P15-1321;15-40 Testers CNBV EXt;15-40 Testers CNBV EXt;1068256058;680;180540;180540;103195.2;06/15/2015;07/19/2015;CERRADO;2916172;0;;26504;N;1;;21;;;42;21;21;;;1;Bajo;;;;753;264;142;2015;;;;;;96;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/15/2015;07/14/2015
255;1;9;1;P15-1165;15-05 Avatar 5.2 y Auditoria;15-05 Avatar 5.2 y Auditoria;1068273417;8126;2598193.04;2598193.04;535801.38;02/01/2015;07/31/2015;CERRADO;2910527;0;Anexo 28;26948;N;1;;21;;;49;64;21;;;1;Bajo;;;;755;255;165;2015;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/01/2015;06/16/2015
265;1;9;1;;15-43 Avatar 6.0 Analisis y Ejecucion;15-43 Avatar 6.0 Ejecucion;;9112;7058909.68;7058909.68;2962572.99;04/24/2015;11/30/2015;COBRANZA;9999999;0;Danny;;N;1;;21;;;49;49;21;;;1;Bajo;;;;758;265;84;2015;;;;;;176;184;168;168;176;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/01/2015;11/08/2015
265;1;9;1;;15-43 Avatar 6.0 Analisis y Ejecucion;15-43 Avatar 6.0 Ejecucion;;9112;7058909.68;7058909.68;2962572.99;04/24/2015;11/30/2015;COBRANZA;9999999;0;Danny;;N;1;;21;;;49;49;21;;;1;Bajo;;;;761;265;141;2015;;;;;;176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/01/2015;06/30/2015
265;1;9;1;;15-43 Avatar 6.0 Analisis y Ejecucion;15-43 Avatar 6.0 Ejecucion;;9112;7058909.68;7058909.68;2962572.99;04/24/2015;11/30/2015;COBRANZA;9999999;0;Danny;;N;1;;21;;;49;49;21;;;1;Bajo;;;;764;265;174;2015;;;;;80;176;176;160;168;176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05/18/2015;11/08/2015
250;1;9;1;P15-460;15-24 Transfer Testers;15-24 Transfer Testers;1068225773;7848;2083644;2083644;1152671.86;05/01/2015;07/31/2016;CERRADO;2840190;0;Anexo 24;25434;N;1;;21;;;47;69;21;;;1;Bajo;;;;773;250;200;2015;;;;;;;;48;168;176;40;;2016;;;;;;;;;;;;;;;;;;;;;;;;;;08/24/2015;11/08/2015
266;1;9;1;P15-1457;15-41 ID Movil FII;15-41 ID Movil FII;1068258178;4788;1271214;1271214;769147.96;06/29/2015;08/31/2015;CERRADO;2916128;0;Anexo 27;26504;N;1;;21;;;;21;;;;1;Bajo;;;;777;266;169;2015;;;;;;;104;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/15/2015;08/23/2015
266;1;9;1;P15-1457;15-41 ID Movil FII;15-41 ID Movil FII;1068258178;4788;1271214;1271214;769147.96;06/29/2015;08/31/2015;CERRADO;2916128;0;Anexo 27;26504;N;1;;21;;;;21;;;;1;Bajo;;;;782;266;200;2015;;;;;;16;184;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/29/2015;08/23/2015
266;1;9;1;P15-1457;15-41 ID Movil FII;15-41 ID Movil FII;1068258178;4788;1271214;1271214;769147.96;06/29/2015;08/31/2015;CERRADO;2916128;0;Anexo 27;26504;N;1;;21;;;;21;;;;1;Bajo;;;;783;266;203;2015;;;;;;16;184;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06/29/2015;08/23/2015
266;1;9;1;P15-1457;15-41 ID Movil FII;15-41 ID Movil FII;1068258178;4788;1271214;1271214;769147.96;06/29/2015;08/31/2015;CERRADO;2916128;0;Anexo 27;26504;N;1;;21;;;;21;;;;1;Bajo;;;;784;266;75;2015;;;;;;;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/23/2015;07/31/2015
227;;16;1;;15-954 Desasignaciones;15-954 Desasignaciones;;0;0;0;0;01/01/2015;12/31/2015;CERRADO;;;;;S;1;;21;;;;21;;;;1;Bajo;;;;791;227;203;2015;;;;;;72;;;;;;88;;;;;;;;;;;;;;;;;;;;;;;;;;;06/01/2015;06/11/2015
265;1;9;1;;15-43 Avatar 6.0 Analisis y Ejecucion;15-43 Avatar 6.0 Ejecucion;;9112;7058909.68;7058909.68;2962572.99;04/24/2015;11/30/2015;COBRANZA;9999999;0;Danny;;N;1;;21;;;49;49;21;;;1;Bajo;;;;792;265;179;2015;;;;;;;120;84;;;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/13/2015;08/16/2015
253;1;9;1;P15-829;15-29 Analista Yanin;15-29 Analista Yanin;1068237712;1000;378000;378000;332640;05/01/2015;12/31/2015;CERRADO;2875001;0;Anexo 25;25701;N;1;;21;;;46;21;22;;;1;Bajo;;;;795;253;205;2015;;;;;;;92;168;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/14/2015;11/30/2015
225;;8;1;;15-952 Administrativos 2015;15-952 Administrativos 2014;;0;0;0;0;01/01/2015;12/31/2015;CERRADO;;;;;S;1;;21;;;;21;;;;1;Bajo;;;;796;225;202;2015;;;;;;88;184;168;168;176;160;184;;;;;;;;;;;;;;;;;;;;;;;;;;;06/15/2015;12/31/2015
265;1;9;1;;15-43 Avatar 6.0 Analisis y Ejecucion;15-43 Avatar 6.0 Ejecucion;;9112;7058909.68;7058909.68;2962572.99;04/24/2015;11/30/2015;COBRANZA;9999999;0;Danny;;N;1;;21;;;49;49;21;;;1;Bajo;;;;799;265;188;2015;;;;;;;;168;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/01/2015;11/08/2015
270;1;9;1;P15-2687;15-50 Testers Unisys;15-50 Testers Unisys;1068295980;3600;955787;955787;704658.24;07/20/2015;04/30/2016;ACTIVO;9999999;0;Anexo 29;;N;1;;21;;;43;43;21;;;1;Medio;;;;800;270;197;2015;;;;;;;80;168;168;88;;;2016;;;;;;;;;;;;;;;;;;;;;;;;;;07/20/2015;10/15/2015
270;1;9;1;P15-2687;15-50 Testers Unisys;15-50 Testers Unisys;1068295980;3600;955787;955787;704658.24;07/20/2015;04/30/2016;ACTIVO;9999999;0;Anexo 29;;N;1;;21;;;43;43;21;;;1;Medio;;;;801;270;209;2015;;;;;;;80;168;168;88;;;2016;;;;;;;;;;;;;;;;;;;;;;;;;;07/20/2015;10/15/2015
271;1;9;1;P15-1594;15-46 Tester Domi 2015;15-46 Tester Domi 2015;1068260751;1713;501000.36;501000.36;301600;08/01/2015;02/29/2016;CERRADO;2941293;;Anexo 27;26504;N;1;;21;;;71;21;21;;;1;Bajo;;;;806;271;223;2015;;;;;;;;168;168;176;160;184;2016;160;112;;;;;;;;;;;;;;;;;;;;;;;;08/01/2015;02/19/2016
248;1;9;1;P15-422;15-22 Testers Domi;15-22 Testers Domi;1068224781;3426;1016683.47;1016683.47;558000;03/01/2015;12/31/2015;CERRADO;2837940;0;Anexo 24;25434;N;1;;21;;;71;21;21;;;1;Bajo;;;;807;248;142;2015;;;;;;;;;168;176;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/01/2015;11/30/2015
248;1;9;1;P15-422;15-22 Testers Domi;15-22 Testers Domi;1068224781;3426;1016683.47;1016683.47;558000;03/01/2015;12/31/2015;CERRADO;2837940;0;Anexo 24;25434;N;1;;21;;;71;21;21;;;1;Bajo;;;;808;248;114;2015;;;;;;;;48;168;176;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/24/2015;11/30/2015
270;1;9;1;P15-2687;15-50 Testers Unisys;15-50 Testers Unisys;1068295980;3600;955787;955787;704658.24;07/20/2015;04/30/2016;ACTIVO;9999999;0;Anexo 29;;N;1;;21;;;43;43;21;;;1;Medio;;;;809;270;203;2015;;;;;;;;;168;176;160;96;2016;;;;;;;;;;;;;;;;;;;;;;;;;;08/24/2015;01/15/2016
265;1;9;1;;15-43 Avatar 6.0 Analisis y Ejecucion;15-43 Avatar 6.0 Ejecucion;;9112;7058909.68;7058909.68;2962572.99;04/24/2015;11/30/2015;COBRANZA;9999999;0;Danny;;N;1;;21;;;49;49;21;;;1;Bajo;;;;818;265;204;2015;;;;;;;;;168;176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09/01/2015;11/08/2015
273;1;9;1;P15-1974;15-48 Recursos Aida;15-48 Recursos Aida;1068273208;1208;320724;320724;282237.12;09/01/2015;12/31/2015;CERRADO;2968378;0;;26948;N;1;;21;;;42;21;21;;;1;Bajo;;;;812;273;161;2015;;;;;;;;;168;176;160;184;;;;;;;;;;;;;;;;;;;;;;;;;;;09/01/2015;12/31/2015
250;1;9;1;P15-460;15-24 Transfer Testers;15-24 Transfer Testers;1068225773;7848;2083644;2083644;1152671.86;05/01/2015;07/31/2016;CERRADO;2840190;0;Anexo 24;25434;N;1;;21;;;47;69;21;;;1;Bajo;;;;814;250;210;2015;;;;;;;;112;168;176;160;;2016;;;;;;;;;;;;;;;;;;;;;;;;;;08/01/2015;11/08/2015
236;1;9;1;P15-511;15-15 Alta Disponibilidad III;15-15 Alta Disponibilidad III;1068231876;8856;3304851.2;3304851.2;2235122.97;01/01/2015;12/31/2015;CERRADO;2843553;0;Anexo 24;25434;N;1;;21;;;43;43;22;;;1;Bajo;;;;819;236;2;2015;;;;;;;;84;168;176;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/17/2015;11/30/2015
236;1;9;1;P15-511;15-15 Alta Disponibilidad III;15-15 Alta Disponibilidad III;1068231876;8856;3304851.2;3304851.2;2235122.97;01/01/2015;12/31/2015;CERRADO;2843553;0;Anexo 24;25434;N;1;;21;;;43;43;22;;;1;Bajo;;;;820;236;94;2015;;;;;;;;84;168;176;160;64;;;;;;;;;;;;;;;;;;;;;;;;;;;08/17/2015;11/30/2015
236;1;9;1;P15-511;15-15 Alta Disponibilidad III;15-15 Alta Disponibilidad III;1068231876;8856;3304851.2;3304851.2;2235122.97;01/01/2015;12/31/2015;CERRADO;2843553;0;Anexo 24;25434;N;1;;21;;;43;43;22;;;1;Bajo;;;;821;236;124;2015;;;;;;;;84;168;176;160;64;;;;;;;;;;;;;;;;;;;;;;;;;;;08/17/2015;11/30/2015
238;1;9;1;P15-674;15-16 BR Domi;15-16 BR Domi;1068233794;5176;1995865.6;1995865.6;993484.8;01/01/2015;12/31/2015;CERRADO;2864814;0;Anexo 24;25434;N;1;;21;;;41;21;21;;;1;Bajo;;;;822;238;225;2015;;;;;;;;168;168;176;160;184;;;;;;;;;;;;;;;;;;;;;;;;;;;08/01/2015;12/31/2015
238;1;9;1;P15-674;15-16 BR Domi;15-16 BR Domi;1068233794;5176;1995865.6;1995865.6;993484.8;01/01/2015;12/31/2015;CERRADO;2864814;0;Anexo 24;25434;N;1;;21;;;41;21;21;;;1;Bajo;;;;823;238;98;2015;;;;;;;;84;168;176;160;184;;;;;;;;;;;;;;;;;;;;;;;;;;;08/17/2015;12/31/2015
243;1;9;1;P15-301;15-17  Analista Alex;15-17  Analista Alex;1068220412;712;281952;281952;248117.76;05/01/2015;08/31/2015;CERRADO;2822594;0;Anexo 23;25117;N;1;;21;;;41;21;22;100;;1;Bajo;;;;824;243;20;2015;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08/17/2015;08/31/2015
186;1;9;1;P14-1678;14-36 Testers ID Movil Citi Premium;14-36 Testers ID Movil Citi Premium;1068176796;4752;1192320;1073088;703824.24;08/01/2014;11/30/2014;CERRADO;2721220;10;Anexo 17;;N;1;;21;;;;21;;;;1;Bajo;;;;502;186;47;2014;;;;;;;;;168;184;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;1;9;1;P14-1678;14-36 Testers ID Movil Citi Premium;14-36 Testers ID Movil Citi Premium;1068176796;4752;1192320;1073088;703824.24;08/01/2014;11/30/2014;CERRADO;2721220;10;Anexo 17;;N;1;;21;;;;21;;;;1;Bajo;;;;503;186;139;2014;;;;;;;;;168;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;1;9;1;P14-1783;14-38 ID Movil Carlos;14-38 ID Movil Carlos;1068181709;1120;443520;390297.6;343461.88;08/01/2014;02/18/2015;CERRADO;2716519;12;Anexo 18;;N;1;;21;;;;21;;;;1;Bajo;;;;507;192;97;2014;;;;;;;;80;168;184;160;176;2015;168;152;;;;;;;;;;;;;;;;;;;;;;;;;
188;1;9;1;P14-1726;14-39 Testers ID Movil BNE;14-39 Testers ID Movil BNE;1068178846;4664;1121472;1009324.8;550540.8;09/01/2014;11/30/2014;CERRADO;2721243;10;Anexo 17;;N;1;;21;;;;21;;;;1;Bajo;;;;510;188;75;2014;;;;;;;;;168;184;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;1;9;1;P14-1726;14-39 Testers ID Movil BNE;14-39 Testers ID Movil BNE;1068178846;4664;1121472;1009324.8;550540.8;09/01/2014;11/30/2014;CERRADO;2721243;10;Anexo 17;;N;1;;21;;;;21;;;;1;Bajo;;;;511;188;153;2014;;;;;;;;;168;184;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;1;9;1;P14-1726;14-39 Testers ID Movil BNE;14-39 Testers ID Movil BNE;1068178846;4664;1121472;1009324.8;550540.8;09/01/2014;11/30/2014;CERRADO;2721243;10;Anexo 17;;N;1;;21;;;;21;;;;1;Bajo;;;;512;188;142;2014;;;;;;;;;168;184;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;1;9;1;P14-1726;14-39 Testers ID Movil BNE;14-39 Testers ID Movil BNE;1068178846;4664;1121472;1009324.8;550540.8;09/01/2014;11/30/2014;CERRADO;2721243;10;Anexo 17;;N;1;;21;;;;21;;;;1;Bajo;;;;513;188;49;2014;;;;;;;;;168;184;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;1;9;1;P14-1726;14-39 Testers ID Movil BNE;14-39 Testers ID Movil BNE;1068178846;4664;1121472;1009324.8;550540.8;09/01/2014;11/30/2014;CERRADO;2721243;10;Anexo 17;;N;1;;21;;;;21;;;;1;Bajo;;;;514;188;155;2014;;;;;;;;;168;184;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;1;9;1;P14-1726;14-39 Testers ID Movil BNE;14-39 Testers ID Movil BNE;1068178846;4664;1121472;1009324.8;550540.8;09/01/2014;11/30/2014;CERRADO;2721243;10;Anexo 17;;N;1;;21;;;;21;;;;1;Bajo;;;;515;188;80;2014;;;;;;;;;168;184;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;1;9;1;P14-1778;14-46 Tester Sans;14-46 Tester Sans;1068181106;251;66640.5;58643.64;52779.28;09/01/2014;11/29/2014;CERRADO;2731122;12;Anexo 18;;N;1;;21;;;;21;;;;1;Bajo;;;;516;194;159;2014;;;;;;;;;84;184;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;1;9;1;P14-1750;14-42 Analista Osvelia;14-42 Analista Osvelia;1068204237;978;348390;306583.2;269793.22;09/01/2014;03/17/2015;CERRADO;2727763;12;Anexo 21;24452;N;1;;21;;;;21;;;;1;Bajo;;;;517;203;158;2014;;;;;;;;;80;184;160;176;2015;168;152;80;;;;;;;;;;;;;;;;;;;;;;;;
198;1;9;1;P14-1903;14-50 Analista Alex;14-50 Analista Alex;1068187303;328;129888;114301.44;105728.84;10/01/2014;11/30/2014;CERRADO;2743700;12;Anexo 19;;N;1;;21;;;;21;;;;1;Bajo;;;;518;198;168;2014;;;;;;;;;;184;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;1;9;1;P14-1963;14-54  Analista OB XI;14-54  Analista OB XI;1068190982;516;204336;179815.68;161834.12;12/01/2014;02/28/2015;CERRADO;2750870;12;Anexo 20;;N;1;;21;;;;21;;;;1;Bajo;;;;519;201;168;2014;;;;;;;;;;;;176;2015;168;152;;;;;;;;;;;;;;;;;;;;;;;;;
205;1;9;1;P14-2288;14-58 Analista Alex;14-58 Analista Alex;1068200533;380;150480;129412.8;119706.84;03/01/2015;04/30/2015;CERRADO;2764531;14;Anexo 21;;N;1;;21;;;;21;;;;1;Bajo;;;;520;205;168;2015;;;168;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;1;9;1;P14-2494;14-59 Antimalware;14-59 Antimalware;1068211554;274;72747;61107.48;30558.7;11/01/2014;11/30/2014;CERRADO;2793168;16;Anexo 23;;N;1;;21;;;;21;;;;1;Bajo;;;;523;213;139;2014;;;;;;;;;;;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
